id,ra_hours,dec_degrees,magnitude,bv
29090,6.151887,-8.30157,6.64,1.363
29093,6.152013,7.513526,6.63,0.907
29097,6.152766,-14.065411,7.45,0.313
29101,6.15422,-13.220796,7.39,0.291
29105,6.15561,-18.126385,6.36,-0.04
29112,6.156508,-49.562831,6.48,0.502
29123,6.15901,22.190262,5.93,1.626
29132,6.15959,-14.584619,5.56,1.15
29137,6.16007,-5.711429,6.16,0.352
29142,6.160823,49.062986,7.23,1.42
29143,6.16098,-41.980413,7.28,0.483
29145,6.161012,43.140739,7.07,0.114
29147,6.161593,-22.118936,7.41,1.245
29152,6.162218,23.113466,5.75,0.192
29160,6.163096,-26.701086,6.27,1.01
29161,6.163322,-22.774343,5.71,0.454
29163,6.163651,2.869469,6.57,1.02
29166,6.164874,14.85276,7.36,-0.05
29170,6.165764,9.46776,7.29,-0.11
29173,6.16639,58.935694,5.35,1.096
29183,6.168764,-29.818597,7.49,-0.104
29186,6.169252,3.313103,7.5,1.158
29190,6.169558,-40.353792,5.54,1.665
29192,6.169958,46.758667,7.2,1.205
29198,6.170632,-74.753045,5.08,0.714
29201,6.170959,15.906463,7.06,0.945
29202,6.171284,-15.059412,6.9,-0.076
29203,6.171642,-54.968645,4.72,-0.229
29209,6.173274,2.901871,6.85,-0.075
29211,6.17403,-77.105589,6.83,0.028
29215,6.174982,22.997876,6.88,-0.076
29219,6.175532,-34.816832,6.65,0.775
29221,6.1763,-27.154343,5.72,1.072
29231,6.177758,-45.281988,6.28,-0.012
29237,6.179822,13.659469,6.93,-0.004
29241,6.181356,-61.49981,7.45,0.385
29242,6.18146,59.169306,7.14,0.988
29248,6.183102,11.994858,7.46,-0.059
29250,6.183671,-6.754221,6.15,0.01
29253,6.183825,18.130465,6.37,1.35
29256,6.184181,2.330502,7.2,1.365
29272,6.186999,44.952071,7.42,0.891
29274,6.187117,60.453487,6.48,1.698
29275,6.187127,-26.4821,6.08,-0.021
29280,6.1875,-65.589417,5.01,1.599
29282,6.187611,-44.91433,7.22,1.241
29283,6.187653,-33.870842,7.36,1.163
29284,6.187728,47.906773,6.85,0.176
29287,6.188357,21.563792,7.41,0.343
29292,6.189375,-15.79306,6.78,0.267
29294,6.189772,20.905413,6.84,0.155
29297,6.191079,-27.058169,7.4,0.101
29298,6.191086,13.638561,6.04,0.021
29300,6.191597,43.165166,6.95,1.008
29305,6.192244,43.799066,7.13,1.33
29306,6.192307,24.420253,5.83,1.11
29315,6.193496,48.710989,5.78,0.1
29320,6.194669,-10.250761,7.27,1.289
29323,6.194855,7.778626,7.32,0.422
29326,6.195306,-18.186077,6.6,0.99
29328,6.195477,-4.66544,6.18,-0.079
29331,6.196087,52.647186,6.28,0.141
29343,6.197615,21.868234,6.93,2.142
29344,6.197726,-6.550287,5.06,-0.201
29348,6.198375,71.130783,7.48,0.484
29352,6.198958,23.207059,7.17,1.517
29353,6.198999,14.208765,4.45,-0.18
29354,6.199429,-75.083892,7.33,0.953
29357,6.199646,7.391321,7.04,-0.101
29359,6.200157,6.783075,6.85,0.642
29360,6.200372,19.790543,5.76,-0.071
29361,6.200911,16.130406,4.95,-0.149
29362,6.201524,29.492145,7.38,1.166
29364,6.202077,-26.049896,7.28,1.297
29366,6.203116,-65.53115,6.85,0.481
29367,6.203414,4.673745,7.46,-0.043
29373,6.204426,10.333419,7.49,-0.062
29377,6.205305,22.908514,6.51,2.197
29378,6.20559,32.69338,5.78,1.646
29391,6.208099,-36.563739,6.88,-0.149
29393,6.208566,-29.01807,7.44,0.5
29395,6.208944,-61.47405,6.59,-0.066
29407,6.211335,-27.725803,7.39,0.977
29414,6.212387,-2.504817,6.62,0.051
29415,6.212869,-17.763231,6.52,-0.166
29417,6.214182,65.718422,5.36,1.344
29424,6.215418,-8.729061,6.91,-0.07
29428,6.216184,7.277698,7.0,1.56
29430,6.216217,77.28679,7.47,0.953
29434,6.216435,-28.463624,7.28,0.025
29435,6.216499,10.287415,6.6,-0.071
29436,6.216548,6.016258,6.45,1.621
29440,6.21745,-4.935278,6.94,1.127
29443,6.217713,3.509051,7.5,-0.092
29449,6.219677,19.009258,7.41,-0.066
29452,6.220139,10.627144,6.43,0.663
29453,6.220159,-5.00975,7.36,1.02
29463,6.223524,-15.384143,6.85,1.001
29468,6.225137,37.159126,6.77,0.001
29472,6.225904,18.680346,6.58,-0.085
29473,6.225967,-29.395742,6.52,-0.105
29482,6.227902,-56.918363,6.77,1.161
29486,6.228049,-66.680042,7.28,0.465
29488,6.228268,-51.667543,6.85,0.072
29492,6.228653,41.69725,7.16,0.083
29495,6.22925,-23.861938,6.37,0.713
29496,6.229262,51.172469,6.07,1.051
29500,6.231321,2.808856,7.41,0.992
29501,6.231732,-3.741374,5.83,0.91
29505,6.232298,-6.823153,7.47,-0.037
29506,6.232529,-7.248063,6.78,-0.004
29507,6.233072,52.011358,7.36,0.389
29508,6.233473,33.244275,6.59,1.661
29521,6.236826,3.902273,7.32,-0.05
29529,6.238429,14.493594,7.27,0.024
29543,6.241273,17.906353,5.86,0.253
29545,6.241695,4.54308,7.03,0.922
29546,6.24175,-29.604292,6.98,-0.013
29548,6.241982,11.796932,7.12,1.008
29556,6.243529,-4.568457,5.83,-0.155
29559,6.243702,2.289989,7.23,-0.119
29562,6.244984,-73.626511,6.61,-0.038
29563,6.245186,14.586295,7.02,-0.022
29564,6.245359,16.037111,6.66,0.942
29565,6.245555,-4.448939,7.3,1.076
29577,6.247467,19.156448,5.2,0.43
29578,6.247592,-6.274776,3.99,1.319
29582,6.247961,22.506799,3.31,1.6
29585,6.248523,-8.804222,7.22,-0.094
29587,6.248548,-71.65601,7.31,1.66
29598,6.250469,-29.365377,7.31,0.025
29600,6.251678,-71.702768,6.62,0.562
29605,6.252334,-20.272186,5.88,1.322
29606,6.252353,13.851098,5.91,-0.231
29608,6.252865,48.833972,7.19,-0.152
29610,6.253352,8.446332,7.48,1.029
29619,6.254923,-18.477163,5.99,1.058
29621,6.256116,16.430936,6.98,1.554
29623,6.256304,29.498076,4.32,1.021
29625,6.256571,-11.90444,6.6,0.119
29629,6.256876,25.333697,7.3,1.875
29631,6.25698,16.143175,5.34,-0.101
29632,6.257263,-9.035757,6.09,-0.081
29633,6.25745,-1.399825,7.15,1.034
29638,6.258243,-4.914719,5.99,0.097
29640,6.258401,3.958194,7.02,-0.13
29642,6.258841,0.834979,7.36,-0.106
29643,6.259518,-0.512189,5.62,0.506
29647,6.26005,66.148495,7.05,0.508
29650,6.260683,36.146151,7.46,0.39
29652,6.260839,36.14869,6.86,0.44
29654,6.260964,-66.292271,7.32,-0.089
29655,6.26116,6.066166,6.07,-0.124
29657,6.261257,59.998975,5.37,1.339
29658,6.261486,18.297486,6.61,1.586
29662,6.262468,-13.718414,5.0,-0.078
29663,6.26249,12.551067,5.44,0.015
29665,6.262901,-6.208461,7.48,-0.091
29666,6.263059,4.283636,6.63,-0.164
29670,6.264385,42.035125,7.49,1.258
29673,6.264992,1.169078,6.37,0.443
29677,6.265485,-17.029322,7.36,0.879
29679,6.26569,10.281728,6.84,1.22
29683,6.265879,-29.788425,6.67,1.545
29688,6.267415,70.781576,7.43,0.776
29690,6.267775,59.215044,6.59,1.004
29691,6.268011,52.185844,7.37,1.396
29694,6.268356,37.636637,7.09,0.876
29698,6.268803,-16.618006,5.97,-0.167
29704,6.270118,56.934358,7.48,0.599
29707,6.270518,5.11416,7.16,-0.07
29709,6.270772,0.015268,7.47,-0.07
29715,6.271892,-59.213504,6.44,0.593
29716,6.271957,23.970027,6.09,0.897
29717,6.272387,30.102479,6.91,-0.039
29718,6.272521,1.080346,6.63,-0.058
29720,6.272833,28.851978,7.41,0.411
29725,6.273276,17.181607,6.39,1.565
29727,6.274061,12.272163,5.04,0.431
29728,6.274231,-35.430922,7.19,1.129
29734,6.275871,-35.140519,4.37,0.978
29735,6.276553,-39.264394,6.0,0.163
29738,6.27823,-12.047273,6.76,0.399
29739,6.278306,-69.076125,7.49,1.256
29743,6.279168,-43.643969,7.34,-0.009
29756,6.281348,-18.606727,7.48,0.605
29766,6.282901,7.052576,6.56,-0.116
29767,6.282974,23.740909,6.24,0.446
29769,6.283675,-37.737445,5.54,1.129
29770,6.284331,-22.715229,6.05,0.576
29776,6.285079,15.850564,7.29,-0.09
29777,6.285172,9.94239,5.39,0.106
29778,6.285537,-22.374358,7.03,0.013
29779,6.285991,-37.253498,5.88,0.139
29781,6.286889,-24.074581,6.73,0.93
29782,6.287195,-26.932892,6.87,0.924
29787,6.287816,5.100112,5.7,0.61
29791,6.288527,64.831845,7.26,1.032
29794,6.288988,22.143977,7.4,1.018
29796,6.289158,49.485593,7.36,0.035
29800,6.289824,57.414668,7.15,0.523
29803,6.29069,58.826511,7.36,0.142
29808,6.292587,14.058678,6.59,-0.036
29809,6.292704,35.149196,6.68,0.451
29811,6.29296,46.423953,6.53,0.263
29812,6.29309,-10.724988,6.76,0.364
29813,6.293343,39.858446,7.29,1.24
29815,6.293728,-24.444724,7.49,0.468
29819,6.294301,-53.978718,7.13,0.972
29822,6.294923,-16.815908,5.15,1.293
29827,6.295619,-19.188705,6.72,-0.121
29828,6.295828,39.473876,6.72,1.902
29831,6.296319,40.188625,7.47,-0.024
29838,6.297642,32.504601,7.5,0.422
29839,6.297666,-31.009193,7.45,1.16
29840,6.297706,-52.733031,6.4,1.456
29844,6.298148,-4.382681,6.65,1.191
29846,6.298563,61.515286,5.01,1.843
29856,6.30154,-53.55907,6.86,0.171
29858,6.301558,14.382859,6.12,0.035
29863,6.302352,-6.725379,6.79,1.049
29868,6.303813,-19.966974,5.51,-0.163
29875,6.30467,3.984519,7.36,1.268
29876,6.304684,46.360443,6.33,1.113
29878,6.304841,-5.654343,6.88,0.65
29882,6.305775,27.210146,6.66,1.122
29890,6.307481,-48.038636,7.43,1.618
29896,6.308904,4.509756,7.35,0.794
29899,6.309924,-38.894805,7.34,1.131
29902,6.310491,29.781407,6.86,0.008
29909,6.311209,9.047183,6.24,0.87
29916,6.312996,-50.3591,7.03,0.835
29920,6.313553,-15.024954,6.04,1.663
29921,6.313743,11.165035,7.06,0.038
29922,6.314051,-9.390018,5.36,1.239
29924,6.314105,69.319787,4.76,0.025
29929,6.314962,35.207945,6.62,0.97
29930,6.315118,23.603282,6.58,0.906
29931,6.315441,-25.012762,7.04,-0.126
29938,6.316382,-20.925611,5.79,-0.155
29941,6.316564,12.701424,7.41,0.054
29946,6.317178,17.325259,6.27,-0.094
29948,6.31749,59.559365,7.41,0.931
29950,6.318001,47.394033,6.83,0.561
29952,6.318409,12.746733,6.73,-0.12
29954,6.31887,-8.586012,6.22,-0.043
29955,6.318877,-1.366959,7.28,1.408
29958,6.319438,56.526592,6.9,1.141
29965,6.320886,-69.784552,6.91,0.513
29966,6.320913,-24.97492,7.32,0.069
29973,6.322027,23.469405,6.91,0.252
29976,6.322923,23.274507,6.95,0.442
29978,6.323724,13.433939,6.9,0.47
29985,6.326616,69.569076,6.77,0.264
29987,6.327052,59.010964,4.44,0.032
29989,6.32727,-22.103119,6.29,1.473
29991,6.327357,-63.82359,6.86,0.905
29992,6.327499,68.676909,6.86,0.807
29993,6.327695,-26.984154,7.3,1.45
29994,6.327826,16.013249,6.61,0.562
29996,6.328043,-34.396591,5.76,-0.08
29998,6.328116,-17.526227,7.25,-0.08
30000,6.328555,-7.822908,5.27,-0.177
30001,6.328793,38.435215,7.15,0.37
30006,6.329986,-39.486485,6.61,1.254
30015,6.332602,-13.993014,6.67,-0.026
30018,6.333047,28.426764,7.28,0.65
30020,6.333222,-2.944493,4.91,1.613
30021,6.333296,-61.329615,6.95,1.171
30026,6.334507,14.651127,5.67,1.578
30031,6.335018,-48.741093,6.61,0.657
30032,6.33523,-7.871984,6.94,0.308
30046,6.338077,-10.882173,7.22,0.319
30047,6.338093,7.718826,6.76,-0.04
30049,6.338553,-30.063367,3.02,-0.16
30050,6.338598,54.249783,7.26,0.402
30059,6.340822,-49.104323,6.81,1.18
30068,6.3431,-23.637963,6.49,1.132
30070,6.3434,-34.144144,5.55,-0.182
30071,6.343433,25.189011,7.08,0.017
30076,6.344458,-9.891005,6.9,0.097
30080,6.345018,72.14596,6.57,1.297
30086,6.346347,-24.300156,7.44,-0.113
30091,6.347216,52.148304,7.44,0.201
30093,6.347354,-4.595474,6.75,0.281
30096,6.34781,11.756222,6.54,-0.104
30097,6.348294,-79.066719,7.31,1.036
30100,6.348726,-16.984854,7.48,0.801
30101,6.349002,-29.670868,6.99,0.372
30107,6.350216,14.704822,7.34,-0.1
30112,6.350803,2.568784,7.25,1.406
30115,6.351133,29.371748,7.02,0.375
30117,6.351509,-11.817324,6.32,1.676
30127,6.35331,29.540816,6.41,0.048
30128,6.354022,21.132435,7.34,-0.08
30132,6.35497,42.340299,6.79,0.015
30141,6.356865,-11.773238,5.48,0.002
30142,6.356953,-60.02197,6.96,0.233
30144,6.357158,2.268522,6.3,0.251
30145,6.357201,17.763503,6.32,1.1
30156,6.359909,19.892053,7.29,1.065
30164,6.361317,-56.362309,6.79,1.654
30165,6.361606,-8.236049,6.96,1.591
30167,6.361918,-9.682907,7.36,-0.078
30172,6.36249,12.861938,6.68,0.947
30173,6.362586,45.61111,7.15,1.41
30174,6.362811,53.452179,5.34,0.448
30175,6.363067,2.342442,7.29,0.993
30179,6.363904,-51.237708,6.74,0.227
30194,6.367028,44.058515,6.88,1.02
30199,6.367654,59.372099,6.05,0.153
30200,6.367731,29.964147,7.01,-0.015
30201,6.367878,-35.043567,7.24,1.026
30202,6.368006,60.778027,7.43,0.209
30203,6.368364,-15.663434,6.51,1.15
30204,6.368564,-33.4364,3.85,0.858
30205,6.368915,61.759983,7.2,0.38
30226,6.373111,-45.960338,6.84,-0.104
30230,6.373713,46.19463,7.33,0.134
30241,6.375263,-60.218652,6.53,0.614
30245,6.376776,12.570237,6.0,0.319
30248,6.37729,-69.984043,5.56,1.51
30251,6.378329,-17.955918,1.98,-0.24
30255,6.379234,4.210333,6.89,0.11
30260,6.380452,17.574092,6.92,0.022
30265,6.381602,-33.614603,7.25,1.617
30266,6.381993,-45.628894,6.73,1.139
30268,6.382083,3.760771,7.03,1.241
30269,6.382179,-56.369969,5.6,0.242
30270,6.382673,22.513586,2.87,1.621
30271,6.382686,-24.556039,7.37,0.663
30278,6.383742,-3.276976,6.56,-0.148
30279,6.383741,-63.683136,6.3,1.612
30283,6.385031,-3.51578,7.2,-0.12
30284,6.385103,56.976349,6.47,1.075
30299,6.386956,-34.996841,6.53,-0.073
30300,6.386982,35.5203,7.42,0.041
30303,6.387355,-31.790312,6.31,0.893
30307,6.388441,-14.835353,6.96,0.225
30309,6.38847,3.764489,6.41,-0.149
30314,6.389665,-4.687507,6.66,0.063
30317,6.390478,-26.379596,7.17,1.669
30322,6.391541,-29.860761,6.99,1.068
30323,6.391713,27.118018,7.43,0.071
30324,6.391826,-18.998755,7.22,1.346
30334,6.393311,-9.874727,6.11,1.841
30335,6.394119,40.521371,6.81,1.058
30337,6.394338,-33.319454,7.43,0.428
30341,6.395212,-16.467189,6.57,0.307
30345,6.395903,-37.01459,6.89,-0.096
30346,6.396135,4.592865,4.39,0.215
30347,6.396151,-15.071257,6.27,1.534
30349,6.39625,4.595812,6.72,0.45
30350,6.396367,-58.543871,6.47,0.12
30351,6.396546,2.665731,6.86,1.0
30353,6.396571,-19.785393,6.61,-0.126
30357,6.398229,-4.728856,7.3,1.007
30359,6.398314,40.808699,7.15,1.596
30363,6.398866,-25.577629,5.61,1.561
30365,6.399195,-52.69566,-0.62,0.164
30371,6.400281,-36.707764,5.62,1.027
30372,6.400341,9.17156,7.34,-0.07
30375,6.400634,8.885014,6.24,-0.06
30382,6.401697,-36.702983,6.84,0.932
30384,6.402867,-11.530088,5.21,1.23
30385,6.402944,60.084472,7.1,1.052
30389,6.403631,-26.445027,6.68,0.948
30390,6.40385,-60.281325,5.78,-0.001
30393,6.40483,43.230345,6.98,0.98
30395,6.405716,-12.961939,6.12,-0.076
30396,6.405874,-16.224565,6.95,0.2
30401,6.406589,51.077167,7.04,1.664
30403,6.406768,-42.847518,6.67,0.673
30407,6.407384,-63.428929,6.45,0.66
30410,6.407801,13.015044,7.0,1.094
30411,6.408109,37.316577,7.04,1.258
30416,6.409009,4.186577,7.32,-0.086
30419,6.409389,11.2565,6.85,1.082
30420,6.409426,-1.41822,6.72,-0.098
30424,6.410824,35.255032,6.56,1.19
30428,6.412152,25.048714,6.35,1.21
30430,6.412193,-28.780112,6.37,0.626
30432,6.41236,-40.283979,6.3,-0.049
30435,6.412946,43.548474,7.21,0.027
30440,6.413939,4.871993,7.03,0.508
30444,6.414653,29.707056,6.7,-0.055
30445,6.414658,16.05713,6.35,1.063
30447,6.414973,49.287893,4.92,1.905
30451,6.415501,-63.828144,6.26,-0.119
30459,6.418254,16.994693,7.01,-0.05
30466,6.419998,51.633133,7.13,1.0
30467,6.42023,32.271763,6.97,1.322
30468,6.420278,7.085713,6.26,0.85
30472,6.421263,-0.945883,5.88,0.564
30474,6.421801,1.501516,6.66,-0.032
30475,6.421849,23.709484,7.16,0.288
30479,6.422291,11.233248,7.01,0.593
30480,6.422742,-9.091149,7.25,1.015
30491,6.424493,14.721992,6.3,2.349
30492,6.424623,-69.690299,5.37,0.971
30493,6.425001,-35.064153,6.24,1.353
30496,6.42572,23.442143,6.63,1.111
30497,6.425816,23.327169,6.05,0.02
30501,6.426167,22.457794,7.15,0.226
30502,6.42632,-2.991448,6.54,0.11
30504,6.42718,-35.039143,7.18,0.273
30505,6.427306,58.425352,7.07,0.56
30507,6.427478,-4.832297,7.31,-0.072
30510,6.42791,-29.702977,6.89,-0.022
30513,6.428353,14.09269,6.85,0.613
30515,6.428536,21.645023,6.53,0.93
30516,6.428636,38.05035,7.18,0.941
30518,6.428793,-48.176898,5.76,-0.061
30519,6.429386,-20.973066,7.07,1.016
30520,6.429535,-40.975522,7.04,0.219
30521,6.429591,2.271678,6.51,-0.027
30522,6.42976,-3.889032,6.33,1.018
30526,6.430544,-38.935567,7.31,1.722
30528,6.430941,0.812744,6.6,0.963
30529,6.431202,11.125884,6.39,0.077
30531,6.432656,-35.337342,7.06,1.585
30532,6.432814,58.603285,6.87,0.371
30535,6.433008,-7.894983,6.4,0.145
30540,6.433629,15.14987,7.14,1.228
30546,6.434818,62.690065,7.36,1.625
30554,6.435986,-3.515691,6.42,1.039
30557,6.436181,18.756904,6.78,0.938
30559,6.436992,-7.361445,7.38,-0.105
30565,6.438952,2.317784,7.4,1.522
30567,6.439334,41.959514,7.07,1.035
30577,6.440323,-0.77674,6.79,-0.018
30578,6.440514,56.285096,5.53,0.238
30582,6.441051,-19.324992,7.12,0.213
30587,6.442901,-4.5974,6.16,-0.151
30590,6.443814,15.523702,6.88,-0.038
30591,6.444051,-33.415501,7.14,0.922
30592,6.444224,13.101172,6.6,0.556
30593,6.444329,-1.507336,5.87,0.07
30596,6.445183,-14.603429,6.32,1.242
30597,6.445387,0.454233,6.88,1.069
30602,6.445792,-7.511936,6.35,-0.061
30604,6.446458,-88.743696,7.36,-0.02
30606,6.44691,58.417409,5.21,1.538
30618,6.449542,-4.459293,6.91,1.38
30620,6.449673,0.841042,6.7,0.037
30627,6.450243,-4.355659,6.5,-0.155
30630,6.451147,-58.002116,5.82,1.279
30632,6.45188,-32.166811,7.16,0.794
30633,6.452107,-37.895507,6.48,0.394
30639,6.45316,-25.856496,6.05,0.545
30640,6.453359,-60.728579,6.97,1.219
30644,6.453823,0.299246,5.19,1.186
30647,6.454331,-0.275999,5.55,1.376
30649,6.454383,14.88923,6.57,0.105
30655,6.455681,2.908288,5.55,1.035
30662,6.457759,5.175422,6.72,0.371
30668,6.459867,32.562946,6.43,1.264
30670,6.460238,-15.306161,7.48,-0.066
30671,6.460643,48.776858,7.31,0.578
30674,6.461197,30.645177,6.95,1.192
30677,6.461284,18.223853,7.47,0.463
30684,6.462935,20.789509,6.54,1.246
30687,6.463504,-62.149927,6.61,0.088
30689,6.464155,47.404927,6.55,-0.036
30696,6.465742,20.49632,6.22,0.041
30699,6.465992,-4.762154,5.06,-0.175
30703,6.466397,-13.160581,7.08,-0.031
30715,6.469503,-32.58007,4.47,-0.169
30720,6.470544,5.272253,7.39,-0.04
30721,6.47069,70.53532,6.03,0.103
30722,6.470734,-77.290883,6.94,0.062
30725,6.471324,1.912679,6.48,-0.064
30731,6.471893,10.303893,6.16,1.15
30742,6.47446,16.238386,6.24,0.894
30754,6.476136,30.493034,5.75,0.779
30763,6.477061,-17.466009,5.76,1.118
30765,6.477289,-0.721097,6.8,0.495
30767,6.477568,-32.371279,5.74,-0.16
30776,6.47845,-41.074877,6.32,0.39
30777,6.478534,34.864672,7.16,0.088
30789,6.479465,36.479985,7.15,0.613
30790,6.47974,-0.572408,6.52,0.784
30794,6.480297,-7.033062,3.76,-0.113
30796,6.480708,52.448765,6.94,0.965
30801,6.481211,0.127958,6.56,-0.039
30805,6.48192,52.125857,7.25,0.444
30807,6.482327,26.967457,6.57,0.554
30810,6.482719,20.212133,4.13,-0.115
30813,6.48338,11.01921,6.59,0.293
30833,6.487448,2.646194,6.17,1.539
30852,6.490434,-22.591098,6.8,0.066
30858,6.491204,-11.464192,7.47,0.101
30859,6.491255,-56.852766,5.2,1.087
30865,6.49358,-3.551685,7.22,1.041
30869,6.493863,-17.01135,7.06,0.002
30880,6.496969,-50.239085,5.28,0.371
30886,6.49869,-59.590679,6.81,0.359
30888,6.498876,7.111988,7.12,-0.12
30897,6.500638,7.921114,6.63,1.549
30899,6.500827,46.685554,5.88,1.448
30900,6.500836,-65.568242,6.28,0.329
30904,6.501555,9.029712,6.57,0.121
30913,6.503132,-10.081511,5.92,1.373
30915,6.503283,-19.214889,6.44,1.683
30927,6.506074,22.544916,6.98,0.03
30928,6.506114,28.212107,6.85,0.168
30929,6.506267,60.146498,6.8,0.058
30933,6.507016,41.401688,6.7,-0.012
30937,6.507449,-3.022095,6.96,1.093
30938,6.50763,-4.696814,7.47,-0.065
30942,6.508115,4.332449,7.35,-0.136
30944,6.508274,-14.954366,6.75,-0.013
30946,6.509149,5.866999,6.7,0.249
30947,6.509225,-12.081046,6.58,1.081
30951,6.50969,-13.148172,6.16,-0.137
30955,6.510701,-22.321813,7.16,-0.168
30959,6.5113,-40.44814,6.68,-0.112
30964,6.512858,-27.769575,5.92,-0.156
30966,6.51309,58.162633,5.86,0.934
30974,6.514337,-35.000411,7.14,0.214
30981,6.516587,32.805404,7.43,1.631
30983,6.516638,-40.916253,6.19,1.398
30984,6.516975,-66.870689,7.22,1.363
30985,6.517528,39.75462,6.66,0.004
30988,6.517926,-43.717064,6.68,0.977
30993,6.519323,11.251375,6.17,-0.116
30995,6.519624,-61.879545,6.15,-0.147
30998,6.520084,-70.516,7.38,0.564
30999,6.520304,-35.25884,5.82,0.813
31003,6.521045,-49.616853,7.41,1.064
31005,6.521744,-51.825953,5.58,0.534
31009,6.522636,2.911297,7.14,0.71
31010,6.523068,-12.391953,5.16,1.262
31012,6.523333,-32.868548,6.31,1.665
31014,6.523399,-12.559685,6.8,-0.161
31018,6.52486,-21.405547,6.58,0.256
31023,6.525439,37.178002,6.64,0.94
31025,6.526374,-36.940027,6.26,1.599
31026,6.526398,16.828279,7.04,1.488
31027,6.526692,-5.368736,7.46,-0.079
31030,6.526855,32.166194,7.15,-0.065
31031,6.527065,15.903501,6.38,0.275
31033,6.527605,11.792275,6.64,-0.119
31036,6.527922,5.769144,7.21,-0.018
31041,6.529127,2.016369,7.46,-0.081
31044,6.52946,6.785463,7.28,0.82
31045,6.530083,11.544412,5.22,0.185
31048,6.530573,-8.158235,5.43,1.373
31052,6.530935,-23.418422,4.34,-0.245
31056,6.532089,4.942859,6.75,0.087
31057,6.532126,-18.062261,6.59,1.452
31058,6.53229,-29.309658,7.47,1.084
31062,6.532864,-58.753835,5.69,-0.057
31064,6.533181,22.185728,7.25,0.016
31072,6.535317,6.035648,6.7,-0.04
31074,6.535919,4.82353,7.29,0.147
31077,6.537544,-7.408005,7.28,0.255
31078,6.538031,62.765198,7.42,1.154
31079,6.538198,8.817961,6.98,0.315
31080,6.538285,17.779621,6.91,0.401
31081,6.538485,17.784349,6.26,0.541
31082,6.538668,4.855999,5.88,0.997
31084,6.538771,-45.310078,7.16,1.069
31087,6.539082,15.706183,7.18,0.692
31088,6.539271,-37.696702,5.25,0.982
31090,6.539758,-5.86882,5.6,0.256
31091,6.539798,11.67352,6.08,1.069
31096,6.540885,32.454898,5.82,0.188
31101,6.542347,-21.021796,7.25,-0.144
31109,6.543506,-44.220887,7.3,0.198
31113,6.54416,-32.030447,5.73,-0.18
31114,6.544356,15.020957,7.25,1.125
31117,6.544506,35.293732,6.79,1.142
31120,6.545194,3.814517,7.28,0.515
31123,6.545846,35.062898,7.04,1.26
31124,6.546156,-27.404365,6.89,0.547
31126,6.546208,-61.827873,6.85,1.265
31128,6.546354,-11.166381,6.3,1.096
31132,6.54705,46.922883,7.05,1.643
31139,6.548396,7.332965,4.47,0.023
31146,6.549362,-48.54452,6.96,0.469
31149,6.549795,-8.964061,7.37,0.07
31150,6.549954,39.784647,7.45,0.063
31154,6.551114,78.979527,6.61,1.266
31160,6.551718,1.273321,6.88,1.75
31161,6.552688,46.476236,7.02,-0.037
31164,6.552844,-38.62519,6.44,0.999
31166,6.553288,-37.82195,7.25,0.327
31186,6.556725,78.168476,7.11,0.02
31188,6.557304,-52.329234,6.18,1.088
31189,6.557409,-20.923961,6.39,0.817
31192,6.557598,-32.22638,6.96,1.453
31198,6.559366,-20.139111,7.5,0.397
31200,6.560046,14.155163,5.57,1.105
31201,6.560534,-1.220154,5.09,-0.132
31207,6.561066,-26.329644,7.2,0.016
31208,6.561411,-7.203472,7.49,0.016
31211,6.561603,39.446127,7.05,1.483
31213,6.561849,33.024039,6.53,0.057
31222,6.563745,-36.232029,5.42,1.419
31232,6.566006,52.461411,6.91,0.309
31237,6.567369,-77.687705,6.66,0.489
31239,6.567677,22.117661,7.42,0.433
31246,6.568638,22.124138,7.18,0.271
31248,6.568918,-29.629603,6.82,0.296
31249,6.569003,2.898662,6.9,0.398
31253,6.569505,-42.099049,7.35,0.927
31261,6.571717,-4.900113,7.26,-0.139
31263,6.572048,38.076003,6.66,0.983
31265,6.57236,-2.905663,7.37,0.319
31268,6.572683,3.306465,7.25,0.9
31269,6.572684,-3.074103,6.59,1.417
31279,6.575559,-11.229743,7.43,0.406
31282,6.575777,55.353042,6.45,1.554
31285,6.576481,-32.716255,5.62,-0.085
31286,6.576563,4.967928,6.68,1.488
31290,6.577348,43.065463,7.49,0.338
31291,6.577586,19.429043,7.07,0.013
31296,6.578281,38.540135,7.3,0.676
31297,6.578711,-34.009402,6.69,0.254
31304,6.579393,-20.557443,7.02,0.103
31308,6.579533,7.572482,6.44,-0.01
31315,6.580885,-19.646659,7.32,1.509
31319,6.581578,16.205778,6.61,0.895
31321,6.581736,-30.092025,6.94,1.634
31326,6.582424,16.763806,7.22,-0.13
31327,6.582626,15.33047,7.06,0.94
31330,6.58294,-52.975607,4.35,-0.021
31333,6.583389,-35.049276,7.32,1.001
31337,6.583886,31.434646,7.03,1.182
31339,6.584274,-22.964793,4.54,-0.035
31347,6.585042,37.064352,7.4,1.014
31350,6.585306,12.668937,7.06,0.25
31353,6.585895,-61.173239,7.42,0.204
31357,6.586684,28.022314,5.26,-0.008
31367,6.58773,0.890216,5.78,0.004
31368,6.588099,-4.789881,7.3,1.157
31369,6.588221,9.988335,5.93,1.508
31374,6.589451,37.715299,7.01,0.795
31375,6.589461,-38.808817,7.47,0.048
31378,6.590061,-36.779879,5.59,-0.13
31383,6.590812,80.573222,7.16,1.348
31390,6.591894,-22.109053,6.32,1.03
